,average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,review_count,useful,user_id,yelping_since
1264,3.91,0,0,0,0,0,0,0,0,0,0,0,8,,1,2,Rick,29,32,0272f4eaa97d2aa79260b5cfe3fadfa4,2010-12-18 22:10:19
1265,3.59,0,0,0,1,0,1,3,1,0,0,0,13,,3,16,Kelsey,47,116,33b8de9724099200ffaece0128d64282,2015-02-23 23:01:25
1266,3.83,0,0,0,0,0,0,0,0,1,0,0,10,,0,0,Mitch,35,12,31d55653fb110cc1408d8de8348a5add,2014-04-16 18:04:30
1267,3.81,0,0,0,0,0,0,0,0,1,0,0,8,,0,6,Laura,35,24,a06f0ab2169fb58d455a926a4a792bb8,2014-07-19 00:19:24
1268,3.49,0,1,0,0,0,0,1,0,0,0,0,11,,0,26,Emma,39,65,b51f66b27344760b69027f286cef3074,2012-02-23 02:04:19
1269,3.7199999999999998,0,0,0,1,0,1,12,0,2,0,1,29,"2017,2018",2,56,Brent,207,157,51a71452a67c49d17ff5efac1afb0701,2010-02-02 04:44:05
1270,4.06,0,0,0,0,0,0,0,0,1,0,0,8,,0,12,Dezeray,31,32,ef5cc538ec3a6278be502d2b262b51fd,2014-03-11 05:24:32
1271,4.58,7,0,7,5,1,1,5,0,8,0,4,97,"2017,2018",10,36,Jamie,59,137,bd24299435895c36a9b2f6b2ae7dfb71,2017-05-17 21:24:13
1272,3.74,3,0,3,1,0,0,1,0,0,0,0,11,,1,6,Jade,31,69,d921ad869181cfd5b8a7232c6b0d500f,2012-03-23 15:30:34
1273,4.1,1,0,1,1,0,0,2,0,2,0,0,47,,0,33,Patty,36,80,debe0d9aac5305eaf24761a621d8c312,2014-09-11 03:02:54
1274,3.85,0,0,0,0,0,0,1,0,1,0,0,4,,1,2,Brandy,31,22,8c7f7f52def3564532c0ff981ef8e20a,2014-08-15 22:02:09
1275,3.7199999999999998,54,0,54,10,0,2,41,27,76,3,46,795,"2014,2015,2016,2017,2018",43,513,Rich,458,1455,057553a121df52d4bf5bc39decaae2a7,2011-02-26 18:40:45
1276,3.5700000000000003,5,0,5,2,0,3,2,0,3,1,5,94,,12,90,Victoria,102,198,7db220e31cdc500773f69be03431edb8,2007-10-20 01:38:45
1277,3.49,1,0,1,0,0,0,2,0,2,1,2,6,"2017,2018",3,12,Linda,93,68,066fd2203b030a2a09a0e686f455fa33,2014-02-24 20:03:57
1278,3.5700000000000003,44,2,44,21,0,7,28,6,29,1,9,94,"2011,2012",9,76,Melissa,110,244,897b0de3a9854cc5eab463f4e2cd6bea,2011-03-16 02:14:36
1279,3.6,47,0,47,30,7,5,36,17,41,6,32,362,"2010,2011,2015,2016,2017,2018",18,380,Matt,349,864,5c2aa6d679bc76910a10da568284a89d,2009-12-21 20:57:17
1280,4.92,0,0,0,0,0,0,0,1,1,0,0,20,,0,9,Jade,37,33,afb1c048df4d0e4ea387767044f93281,2012-10-05 22:16:10
1281,4.5600000000000005,1,0,1,1,0,0,0,4,2,0,5,44,,7,18,Oona,29,58,8aaba77d8b8770c6e6c0be64c0629f6a,2014-09-18 22:05:57
1282,4.0,3,0,3,1,0,1,7,0,7,2,1,25,"2017,2018",6,12,Cari,62,60,6fa903e80243bbf67b3c7130f29ec3c3,2011-04-12 21:10:40
1283,4.12,2,0,2,0,0,0,0,1,0,0,0,30,,2,4,Denise,79,61,cc8bb59c9b6eec0159863aff113bba31,2013-02-05 15:43:43
1284,4.11,32,1,32,11,0,3,19,9,23,2,30,713,"2014,2015,2016,2017,2018",52,330,Maria-Elena,954,1378,2451673fc28c8d253ed78635664c24c4,2014-01-06 01:56:11
1285,4.53,0,0,0,0,0,0,1,0,0,0,0,12,,0,4,Ebony,30,31,f8ea39398fe1df0fb8986179a331bffd,2015-08-13 23:03:01
1286,4.11,5,0,5,6,0,8,1,1,1,0,7,38,,3,39,Michael,31,57,049a8dd580c012ce6538dd0d24205cf3,2010-03-26 21:21:01
1287,3.56,26,1,26,8,0,2,21,1,21,1,19,257,"2011,2012,2013,2014,2015,2016,2017",10,153,Cheri,206,420,f53b604e0d9d9be03f5f513b65c81fe0,2011-02-02 21:17:59
1288,3.6,1,0,1,0,0,0,1,0,0,0,0,7,,0,4,Alicia,25,27,961e9e1bbd8d81e21cbbc6e6211859f0,2010-08-29 00:41:16
1289,4.69,0,0,0,0,0,0,0,0,0,0,1,8,,0,2,Tyler,44,37,b2e9083da9c3fe05e2f795afe7e7530f,2011-03-15 22:19:25
1290,4.21,0,0,0,0,0,1,1,1,1,0,1,11,"2017,2018",4,8,Annie,55,65,e55732ea07f824a3da220297f72e4af9,2014-05-05 12:14:17
1291,3.43,11,1,11,24,0,0,7,4,12,0,7,86,"2013,2014,2015,2016,2017",12,87,Jacinta,116,254,fa3750d0185e5aea31e417932da171ea,2011-03-14 23:13:28
1292,4.1,50,0,50,12,1,8,22,8,30,0,23,285,"2015,2016,2017,2018",27,236,Danielle,150,436,d16d205d8f620b1c3566569181d93b05,2013-02-18 18:50:39
1293,4.1,13,0,13,4,0,3,8,1,7,0,2,56,2018,3,31,Ernest,103,80,172a2899297ea30e4f514983c8e32e87,2013-02-15 23:24:59
1294,3.88,0,0,0,0,1,0,1,1,0,0,0,9,,2,8,Lori,48,22,37d427a0d3b66e8bb8288555d95c75ff,2010-10-03 19:41:51
1295,2.9699999999999998,1,0,1,1,0,0,4,0,4,0,0,23,,1,32,Georgia,52,77,56655d5412aef7515078044f6656fae7,2011-05-24 20:24:53
1296,4.4,7,0,7,2,0,0,0,0,3,1,1,37,2014,1,15,Matt,30,55,734dd0b3a10a1d80823a893b158ba736,2013-09-18 11:20:52
1297,3.47,0,0,0,0,0,0,3,0,3,0,0,23,"2017,2018",2,37,Ashlyn,71,96,807b7362dd96a8a1837cee3f031d7a35,2013-09-23 18:04:02
1298,3.81,8,0,8,3,0,1,3,2,10,2,2,53,,8,29,David,222,171,3254cf3114e406a9b3f85887a6922749,2009-07-21 03:30:17
1299,4.46,1,0,1,0,0,4,1,0,3,0,3,52,"2015,2016,2017",4,26,Crystal,70,115,1de0371ef715a276c21901b239ecdf78,2014-05-02 22:41:50
1300,4.64,0,0,0,0,0,0,0,0,0,0,0,9,,3,7,Dimitri,33,27,563906a8b5d9ff8d3f27b0d845a133a0,2008-05-20 02:17:44
1301,3.34,24,1,24,21,5,7,31,5,48,5,43,1067,"2015,2016,2017,2018",89,932,Matt,997,2403,caa005102bcd0b42ee2fbb844dc101fa,2011-07-20 01:34:33
1302,4.0,0,0,0,0,0,0,2,0,2,0,0,26,,2,24,Anna,51,102,e24d490f87b8b0529ce590d4246ed957,2012-10-24 17:37:03
1303,3.06,3,0,3,1,0,2,6,3,9,0,3,200,,14,231,Dee,256,560,4ac68beae8669d3ccdde131bb313df5d,2014-09-09 21:43:00
1304,4.82,4,0,4,0,0,1,3,0,2,0,2,15,,0,7,Anthony,38,25,032eb4c866764c31c924afd32ebe380e,2014-07-01 23:56:49
1305,3.67,5,0,5,7,0,0,8,10,7,1,3,230,"2017,2018",19,91,Blair,274,439,57788cd949c729d4e04ce89ae4828604,2014-03-04 22:06:50
1306,3.98,6,1,6,2,0,2,3,0,6,0,4,294,"2016,2017,2018",14,204,Andrea,231,432,b950f158b097fed61ceadce3d711ef9d,2012-10-30 22:53:48
1307,3.32,5,0,5,0,0,0,11,4,11,0,2,925,"2015,2016,2017,2018",21,811,Dennis,288,1194,bba21610c39b322ed947d0149f3bffa3,2010-06-13 19:56:57
1308,4.86,38,0,38,12,0,6,15,60,27,2,4,1769,,42,427,Jesse,623,1949,4376c5ed11a37904d268b4cdcc8d6b2a,2014-01-11 19:25:49
1309,3.83,2,0,2,1,0,0,1,1,2,0,0,56,,4,39,Aarika,63,89,d109b3f7a9da4168699f992963f80ddb,2015-07-24 04:09:45
1310,4.07,0,0,0,0,0,0,1,0,1,0,0,22,"2017,2018",1,14,Cali,64,54,859dc4b42ef693b9586cb82328cd3fda,2016-07-30 21:03:07
1311,3.5300000000000002,0,0,0,1,0,0,0,0,0,0,0,5,,0,1,Adam,28,8,c62481b3575833e89a7a3a8adfb9f3ac,2015-07-05 16:53:48
1312,4.05,1,0,1,0,0,2,0,0,0,0,0,18,,1,6,Kari,70,40,72d7821b8b045525f9b621611f96da80,2013-02-17 12:59:24
1313,3.56,36,0,36,26,0,2,20,1,30,0,26,138,"2011,2012,2013,2014",10,85,Simon,161,351,8dee83805a7e0c1366a7c80f734d92e0,2009-10-05 11:36:29
1314,4.55,0,0,0,0,0,0,3,0,1,0,0,41,,5,11,Paul,70,117,e7084d5c7f6659c09afe029dc964ef4a,2011-08-10 05:57:40
1315,3.76,13,0,13,14,0,3,6,5,16,1,8,90,"2015,2016,2017,2018",14,71,Rita,109,175,b132c33969150084c7fe73a84b386b75,2015-01-17 20:49:26
1316,3.51,10,0,10,7,0,1,5,2,8,0,8,99,"2015,2016",9,73,Lou,79,139,26aa3c38fa6a9e5debc72ec51eb8a137,2015-06-24 01:17:22
1317,3.5300000000000002,5,0,5,6,0,4,10,5,18,1,16,258,"2015,2016,2017,2018",14,57,Alex,258,574,5b65be98687581075617c4ac7edb2660,2010-10-28 20:37:39
1318,3.02,2,0,2,1,0,0,4,0,0,0,2,48,,7,62,mick,147,245,8043ae42da4601ccd523a443a6a4dec1,2008-09-15 01:31:59
1319,2.4,0,0,0,0,0,1,3,0,4,0,1,10,,3,26,Steven,32,34,3811e90b4c6ebead9181b6bd657ac644,2012-04-16 00:42:20
1320,3.46,0,0,0,1,0,0,1,0,0,0,1,55,,0,49,Nich,25,179,cf0a6adb0a0c1547345eeb21bf7a1b11,2012-03-07 00:41:59
1321,4.98,0,0,0,0,0,0,0,0,1,0,0,8,,2,4,Teddi,41,20,d9512e8435a8fabb4ae2c8bc77253d8b,2013-08-01 17:03:45
1322,3.85,5,0,5,6,0,5,6,0,3,0,11,60,"2011,2012,2013,2014",12,82,Nick,148,231,19cb9ce6c1a2db91032866159f199741,2010-06-06 22:57:08
1323,4.16,0,0,0,0,0,1,1,0,0,0,0,34,,1,35,Jessie,30,62,b4c4eda3bd59b4b7bc14d6b4260ee92c,2013-10-16 00:07:07
1324,2.9699999999999998,0,0,0,0,0,0,3,0,0,0,0,9,,0,13,Amanda,35,41,88667698de0f8125fea78a666ddce28d,2014-10-19 22:59:26
1325,5.0,0,0,0,0,0,0,0,0,0,0,0,4,,0,2,Hannah,20,24,c94723aef2d26ec0671c4cac1b896b4b,2011-11-28 22:14:49
1326,3.58,0,0,0,1,0,0,0,1,1,0,1,23,"2016,2017,2018",0,13,Winnie,104,46,28711761197027132348f44291f2e6be,2015-10-05 18:21:09
1327,4.12,15,0,15,12,0,1,8,5,4,0,15,101,"2016,2017,2018",7,79,Douglas,191,233,206fa287d7b105cf85e058c58e4eb992,2009-05-30 23:58:23
1328,3.64,5,0,5,0,0,2,14,4,5,0,10,170,"2015,2016,2017,2018",17,140,Jay,820,865,20f5291d788e35b1017610c1cb970767,2010-05-21 14:20:46
1329,3.59,14,1,14,5,1,5,11,20,31,1,23,511,,63,355,A.,1297,1261,4daf502a8ba145cfe62ecd5b5c68758a,2010-12-18 21:15:54
1330,4.27,6,0,6,0,0,2,0,1,1,0,2,35,,1,25,Camille,58,80,f6b9776a48ef44f06d01a9a9bea539e9,2010-08-19 05:21:45
1331,3.55,0,0,0,0,0,0,1,0,0,0,1,8,,1,5,Ls,33,19,c61cf6f4ca042fdb0a61f596a5e9d350,2012-06-05 23:51:54
1332,3.83,933,1,933,575,1,33,188,178,987,35,99,2521,"2012,2013,2014,2015,2016,2017,2018",52,1405,Gary,540,3100,f64d6c4bfabcd2d13367db420c9edf22,2011-02-11 20:39:16
1333,3.56,48,0,48,21,0,7,33,5,77,0,31,177,"2013,2014,2015,2016",12,119,Matt,114,345,c82427780615b265d03a90f437c77ebe,2011-05-17 05:26:08
1334,3.11,4,0,4,1,0,2,8,0,1,0,3,79,,12,49,Toronto,85,135,eefa7530d3fd30c66aa83c9fd7fb7beb,2011-07-09 06:50:33
1335,3.6,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,Ashley,30,9,1e2404992f0dca2e8e976fc35f187e8e,2016-01-30 23:29:12
1336,3.88,0,0,0,0,0,0,0,1,0,0,0,13,,0,4,Shane,35,39,001580c5ebab8c6ad20ee723f1d8ef30,2011-03-27 17:41:37
1337,4.24,1,0,1,1,0,0,1,3,2,0,1,26,,8,13,Jen,97,84,2321eb2ac83b14a88bb934cfc03258dc,2013-10-12 04:54:56
1338,4.52,3,0,3,3,0,0,2,1,7,0,2,12,,2,16,Jennifer,42,71,06650319402b2da2edcb1f58dd8e3e83,2014-02-14 03:00:31
1339,3.54,0,0,0,3,0,0,3,0,1,0,1,25,,2,10,Masao,24,32,601c6aba2a8f5d9cc93741d7bd5e0a3d,2011-08-10 01:14:00
1340,3.68,4,0,4,1,0,1,1,0,0,0,1,27,,3,28,Gehan,182,134,e291e00a026f579049f1262a8ac660f7,2011-05-29 20:55:24
1341,2.21,0,0,0,0,0,0,0,0,0,0,0,11,,3,53,Vegan 4,86,87,44df1879c9bc9bb8dbea2ec45ddcfca2,2011-08-16 17:07:18
1342,4.07,24,0,24,28,0,4,21,1,17,1,29,334,"2013,2014,2015,2016,2017,2018",15,224,Jeff,202,430,65372dae7ed41959ebed3ee1283cf528,2010-08-25 22:16:03
1343,4.69,0,0,0,0,0,0,0,0,1,0,0,3,,0,7,Barbara,26,8,786aa8c92a65d9f5e63b672cb2cc6041,2011-02-08 03:36:23
1344,3.52,6,0,6,0,0,1,8,1,4,0,5,202,"2016,2017,2018",12,313,Jeff,499,698,68ba81910ede115a041681b6c2ef9e94,2012-01-15 23:02:18
1345,3.9699999999999998,1,0,1,2,0,1,3,1,4,0,4,48,"2015,2016,2017,2018",4,43,Demitri,128,119,ff1bb06cf9ae3275d579013455561d05,2012-07-12 17:52:13
1346,3.91,10,0,10,2,0,0,4,4,18,0,4,71,,2,32,K,75,108,b8b32fe905474453052ca10463426abd,2012-10-13 15:10:57
1347,4.17,1,0,1,0,0,0,1,1,1,0,1,9,2018,5,0,Jennifer,34,39,391d350c518a03ed48db872246cf2e0a,2016-01-24 05:16:03
1348,4.43,2,0,2,0,0,0,2,0,0,0,0,16,,3,8,Zayra,62,29,749aa3f097273d20047e7cb09ebfa65b,2013-03-06 19:00:10
1349,4.55,1,0,1,0,0,0,0,0,1,0,0,19,,2,7,Jeff,62,44,5abae4d36a8397b3525fa1e5071b1cde,2009-12-25 03:50:45
1350,3.89,7,0,7,2,0,0,11,3,3,2,2,91,2009,4,80,Guy,222,278,d71abc982b78edcb75c4fd493428ae40,2008-10-07 01:41:37
1351,2.87,7,0,7,3,0,1,7,1,1,1,5,60,2013,6,40,Rochelle,59,123,02c341ad72e8bfbab96f16d7163b830d,2009-11-29 23:30:16
1352,3.37,0,0,0,1,0,0,1,0,0,0,0,7,,0,35,Jon,72,67,09ec31d0e33d6fb0e0812b7ef9ae4807,2010-06-05 03:49:44
1353,3.7199999999999998,0,0,0,0,0,0,0,0,0,0,0,6,,1,4,Jordan,61,17,61442a2396ec8169052f07aa3a21e312,2013-07-16 13:50:05
1354,3.88,14,0,14,10,0,1,3,0,21,1,4,58,"2011,2012,2013",13,35,Theresa,137,160,a52066e1104712ec5d95786b8dedb61a,2010-08-05 23:48:04
1355,4.03,0,0,0,2,0,0,2,0,2,0,1,15,,3,12,Amy,65,84,7ddbbe915c31811feb9e71819dee28b0,2010-07-14 03:38:58
1356,3.81,13,0,13,9,0,1,10,1,10,0,4,76,"2011,2012,2013,2014,2015",4,73,John,186,393,eaabac855421dd1f77d45bd07a585c64,2011-04-22 19:39:27
1357,4.27,1,0,1,1,0,0,0,0,4,0,0,17,,4,6,Amanda,51,72,e9e8528bdbf2efad7d1d8622a5d371e6,2013-09-16 17:06:25
1358,3.4,26,2,26,11,1,9,20,7,26,1,16,642,,32,1046,Nobody,826,1147,5d9736e7fd0591af0328af1d19f7576c,2007-01-29 02:18:05
1359,3.7,17,0,17,10,0,4,6,0,15,2,13,401,"2012,2013,2014,2015,2016,2017,2018",44,308,Jon,910,907,696b71cee3e894b35d4d88e5721c4d1f,2009-06-24 02:02:11
1360,4.11,0,0,0,0,0,0,0,0,1,2,0,7,,5,9,Leslie,26,31,e16b225fda4290b44e0aca508d407d55,2010-07-19 20:14:33
1361,3.69,174,11,174,166,1,10,55,19,163,7,57,643,"2010,2011,2012,2013,2014,2015",36,613,Kristy,381,993,3a7bec1930ba73fbe6a6f7ea1b2482d0,2008-04-10 07:52:50
1362,3.85,0,0,0,0,0,0,2,1,0,0,0,13,,0,14,Meredith,45,63,492ea63e8392406f2d66c721b9149ce3,2012-08-07 20:01:22
1363,3.37,2,0,2,3,0,1,2,0,3,0,3,19,,3,54,John,37,65,3a48708dec124f10e958696f1bfaf83e,2010-10-28 22:26:50
1364,3.66,4,0,4,2,0,1,5,1,3,1,3,88,"2017,2018",10,63,Sean,202,220,81e0f755d2af7bc2b9c201e866bf6e91,2011-01-21 01:51:23
1365,3.83,2,0,2,1,0,0,2,1,0,0,3,33,"2017,2018",1,24,Alex,96,96,12e7d11f0e051fb9b70731dc13cdb77c,2011-08-16 04:00:25
1366,3.45,1,0,1,2,0,0,1,0,6,0,5,60,,3,70,Stephanie,121,161,c84a0fb34443ff36e955baec670a9dd9,2013-08-11 20:06:15
1367,4.39,0,0,0,0,0,0,0,0,0,0,0,6,,0,5,Brooke,37,47,7f4f5bb09b93845f3b0f54cbb11e9bdf,2014-05-09 02:48:27
1368,3.41,0,1,0,4,0,0,0,1,4,0,2,43,"2015,2016",1,42,Mona,60,143,6b768ec1883c7c8db6148d80e53351c7,2013-01-24 20:34:26
1369,3.42,0,0,0,0,0,0,4,0,1,0,0,19,,0,21,Tony,60,35,7c63efdc97d14156916e5b86c40ba8c5,2012-05-14 22:58:02
1370,4.11,6,1,6,6,0,1,2,1,5,0,6,65,"2014,2015,2016,2017,2018",13,90,Justine,161,127,b35315f0e49e3613f1bd228d32b01a05,2011-06-12 00:36:22
1371,4.33,3,0,3,1,0,0,0,1,1,0,0,7,2018,1,2,Sue,33,20,804eece6ad5366fc8e2af974ef4ba185,2017-03-14 00:04:56
1372,3.52,1,0,1,0,0,0,0,0,0,0,0,16,,0,18,R,19,38,fe1b5b1b91a26fec9d9255f01d3e3d11,2012-01-11 06:28:00
1373,4.35,1,0,1,0,0,0,0,0,0,0,0,17,,3,4,Devin,48,32,c05ff841bfd1f438b1bc407d89c552c2,2014-03-14 02:27:07
1374,3.66,11,0,11,2,0,1,13,0,13,0,7,105,"2013,2014,2015",6,98,Tyler,273,362,b5551152a25080f6ad59f0e6dd0bc17b,2011-07-12 21:08:13
1375,3.98,8,0,8,3,0,0,0,2,2,0,2,35,,5,27,Jessica,50,99,29bf466a295cf7c89faa8424a4d93555,2011-03-23 19:31:25
1376,4.14,1,0,1,0,0,0,0,0,0,0,0,13,,0,7,June,46,46,6c6a84c4fe462716b66062f9bc52e3a8,2012-12-24 03:48:04
1377,3.58,3,0,3,0,0,1,0,0,0,0,0,10,"2016,2017,2018",1,6,Cynthia,86,24,d8f7fdf945c48c1b10c931904d2f9911,2014-06-21 05:03:33
1378,3.74,1,0,1,1,0,1,4,1,0,0,4,33,,5,11,Jeffrey,96,121,c77e5fda5c76f440958915d44282b955,2010-11-29 02:16:12
1379,3.96,2,0,2,0,0,2,0,0,3,0,1,21,2018,1,16,Brandy,45,31,5b246cc19ec51da4c95806d8369358cf,2011-08-09 20:05:11
1380,3.8200000000000003,12,0,12,3,0,1,5,7,3,0,1,25,"2017,2018",2,13,Barb,65,91,80a1bc2ca6a68b92c16ddb41a9d06e83,2010-07-25 19:28:16
1381,3.96,1,0,1,0,0,0,1,0,1,1,2,45,,2,37,Bronwen,102,123,69bae74c81a26fd4975db036017f83f7,2010-07-20 00:56:13
1382,4.12,1,0,1,1,0,0,0,1,1,0,0,11,,0,10,Taylor,25,29,ecddab041ce06a91a7d24261b6a59f23,2015-01-30 20:17:44
1383,3.4,0,0,0,1,0,0,1,0,1,0,0,4,,1,8,Edwin,29,30,16819093bd8d04d7386a4519c8dda7bf,2013-07-16 20:17:27
1384,3.89,44,2,44,32,0,4,33,1,30,0,29,207,"2013,2014,2015,2016,2017,2018",16,81,Kelsi,270,553,914705fc717bf3c9d6390f0d5cced340,2013-07-12 23:30:40
1385,2.96,1,0,1,0,0,0,0,0,0,0,0,2,,0,9,Jeffrey,46,29,781634d9965ac1acdaf450e60e1ab6a4,2012-03-21 01:36:46
1386,3.4,48,1,48,12,2,14,11,1,41,5,25,844,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",35,208,Clarence,1312,1392,f334c7c65a80675f80e1079aced1e014,2008-01-08 01:59:53
1387,4.44,1,1,1,1,0,1,1,1,3,0,2,91,2018,6,51,Tatiana,250,166,5df7c77d57e310a08fc8754a64e7f52c,2013-03-04 21:30:08
1388,3.66,4,0,4,0,0,2,7,1,4,0,2,102,"2015,2016,2017",11,196,Eric,242,357,86e9ee57cc0f80066af57ef9db5ca6da,2013-07-21 00:43:29
1389,3.48,0,0,0,0,0,0,2,0,2,0,1,38,,0,20,Jodi,83,172,46a70f64cd5e2f15c6f3e72d406c66e8,2010-09-01 06:21:58
1390,3.54,0,0,0,4,0,1,6,0,3,1,2,147,"2016,2017,2018",4,120,Elise,222,269,f62351038f95314a1dcc060b059ee3fe,2014-10-19 18:51:06
1391,4.09,1,0,1,0,0,1,3,0,1,0,1,37,"2017,2018",4,20,Ben,192,109,c732145cccd8a250fe160d2a4c934c75,2015-07-13 04:03:09
1392,3.74,28,1,28,17,0,5,9,1,26,1,12,332,"2009,2010,2011,2014,2017,2018",19,290,Greg,269,595,1da2dc1207fa47edd33d93172e36224d,2008-06-28 15:44:54
1393,3.34,1,0,1,2,0,0,0,5,0,0,0,8,,3,10,Britney,35,65,c701a59de06a731bd709ab864f969f00,2012-05-13 22:06:47
1394,3.11,1,0,1,1,0,0,1,0,3,1,0,24,,4,16,Jeneva-Ashley,48,73,96e50bade1636ec2e1b8634b2428fa17,2016-03-11 16:02:27
1395,3.37,21,0,21,9,1,6,27,5,31,1,25,689,"2014,2015,2016,2017,2018",25,717,Yvonne,490,1513,de7093349d1bd5fafd16c737fe50803d,2009-08-17 20:34:35
1396,4.32,1,0,1,0,0,0,1,0,3,0,1,12,,1,10,Laura,33,48,8f6214eb8f3cd5a648cbe9c5512cfc4a,2009-12-02 19:02:38
1397,3.0,1,0,1,0,0,0,0,0,0,0,0,7,2018,1,6,Peter,37,18,f68b48e427ceef380244f7beb3cf68d4,2013-10-31 02:14:59
1398,4.18,11,0,11,4,0,0,8,2,7,0,2,80,"2017,2018",9,54,Cecilia,164,114,d77934c6afc588bee425b0d99e4859a1,2010-06-24 03:19:28
1399,3.63,2,0,2,3,0,3,3,0,6,0,8,57,"2017,2018",8,29,Hoi Yee,99,142,46409b342d702a5cad5b4c9327434d33,2015-03-04 18:28:42
1400,3.69,0,0,0,0,0,0,0,0,0,0,0,12,,1,5,Lydia,53,39,8823821126f8e4aeb84bbd1fb06bbe3e,2014-02-26 17:24:40
1401,3.81,4,0,4,9,0,0,5,4,9,1,1,174,"2017,2018",19,94,Melissa,133,260,13e8e827eb352b512da9bda06682b8eb,2015-11-24 23:22:15
1402,3.84,9,2,9,5,0,0,2,5,7,2,10,87,"2014,2015,2016,2017,2018",26,78,Gwen,111,267,911cdffcd9c2a8890a63a87e49470ce8,2013-10-27 12:32:58
1403,3.71,37,0,37,14,0,3,26,1,31,1,21,93,"2010,2011,2012",4,87,Josh,175,228,6689f894ee7a0cb5e2965e0e596271e0,2009-05-22 22:47:44
1404,3.68,35,1,35,26,0,2,11,4,42,0,22,300,"2013,2014,2015,2016,2017,2018",23,246,Heidi,267,485,ed03d604e1b115492b2d824bdaab5a91,2011-04-15 21:09:38
1405,3.83,0,0,0,0,0,0,0,0,1,0,0,4,,0,2,Monica,29,21,eb098a2873e6cecda5038f6b9f4394ed,2014-04-01 20:40:11
1406,4.26,16,0,16,3,0,2,4,6,5,0,3,46,,3,44,Linh,22,65,241b5bb009ad04be356631cdf76dfe60,2010-04-21 21:04:57
1407,3.81,2,0,2,0,0,0,0,0,0,0,1,20,,1,10,Elisa,20,61,955bf1b53da01573e83d7d74da3b1b06,2012-07-09 23:41:16
1408,3.74,2,0,2,0,0,0,3,1,0,0,0,11,,4,5,Khanh,39,52,cf39da3c7ab781265d1e0fe363b4a64f,2010-03-22 01:28:21
1409,4.23,1,0,1,0,0,1,0,0,1,0,0,15,,0,9,Michael,27,43,b8d067ab370d0bf76a0543e37436efab,2009-08-28 00:12:55
1410,3.32,4,0,4,7,0,1,2,10,7,0,4,160,"2017,2018",18,59,Natalie,169,394,2fe537e5bad1a06588b171b2ab6bb937,2015-09-27 19:36:22
1411,3.83,4,0,4,4,0,1,7,0,9,0,0,221,,8,52,Amanda,118,388,5f9a95bf27b66fa59f8ceb9d467fdb8a,2010-05-24 01:44:20
1412,3.9,0,0,0,0,0,0,0,0,1,0,0,15,"2017,2018",2,6,Stephen,56,39,5444b2b921450caab53d80be2cac0fed,2010-08-05 03:58:10
1413,3.6,0,0,0,0,0,1,0,0,0,0,1,14,,1,13,Chad,61,48,5200e5ddaa4d95df2c4d034bdc98e11b,2013-10-20 20:56:06
1414,3.93,7,0,7,3,0,4,5,3,6,0,3,99,"2008,2009",4,45,Sarah,78,149,5ca354e6121ebe42772771edb2d2c6f7,2007-10-12 19:49:55
1415,3.68,3,0,3,1,0,0,3,1,2,1,3,52,,9,58,Annie,45,102,be64126a9943297e2633b10e14e5a80b,2008-08-15 00:02:11
1416,3.98,0,0,0,0,0,1,0,0,0,0,1,16,,2,7,Chelsea,43,33,a1910236794356af7b722fa2bce4d341,2013-05-29 00:32:05
1417,3.37,1,0,1,0,0,0,0,0,1,0,0,9,,0,17,C,98,93,f43c9a985a340918ed7dc8bdc29b497c,2011-03-04 18:48:14
1418,3.5,0,0,0,0,0,0,0,0,0,0,0,4,,1,19,Jonny,22,28,2c6470f633351f17a7695bd1b13dbe52,2015-04-23 08:39:38
1419,2.94,1,0,1,0,0,0,0,1,1,0,0,4,,2,10,Cynthia,34,29,583b47ad54f22148d5f0265bda1e3733,2012-03-24 17:36:36
1420,3.71,2,0,2,1,0,0,2,0,6,0,5,37,"2016,2017",4,11,Amy,47,65,07153046213d50cf375c51fa5e4f0fa5,2015-07-10 04:45:19
1421,4.35,2,0,2,1,0,0,0,0,1,0,0,22,,6,13,Jackie,26,55,b68934dfd12d1234fa1e70946ef0dc21,2012-01-01 22:41:05
1422,3.16,1,0,1,0,0,0,0,0,0,0,0,5,,1,4,Brittany,29,22,941d72202929823e8590162ca9744263,2015-07-20 15:23:57
1423,3.56,1,0,1,1,0,0,1,0,0,0,1,9,"2016,2017",1,12,Jason,91,42,6dbc89bc9da5f7b0ea533f0f87478004,2016-04-16 14:37:16
1424,3.13,3,0,3,2,0,1,6,1,3,1,1,25,,8,138,Ernie,175,130,d49985bc74d66a1f7b3939fb9710826b,2010-06-20 18:04:08
1425,3.93,0,0,0,3,0,1,1,0,0,0,0,8,,1,8,Samantha,27,20,ec2b46e72453df62ec76b78ccfb2436f,2013-10-20 13:43:02
1426,3.98,0,0,0,0,0,0,1,0,0,0,0,10,,2,10,Thea,40,40,4bdbe7c4e64dcd354c07cbf513c6b8ec,2010-11-06 23:23:53
1427,4.05,2,0,2,1,0,2,0,1,2,0,2,23,"2014,2015",1,15,Erin,63,82,69b6b3412dd4f6ee0a0d7a1776912286,2011-12-24 04:08:17
